chaju_id,credit_class,score_risk,gender,age,agegroup,job,edu,dwell_type,house_type,marriage,income_home_grp,expenditure_grp,child_cd,no_child,flag_priv_biz_cd,card_count,card_period,loan_period,Pcard_loan_amt,over_period,Pcard_over_amt,over_amt,loan_amt_final2,del_rate,loan_count,overdue_count,income_ind_grp,real_period,new_score_scaled
C-1510,C05,464,여성,66,60대,전업주부,고등학교 졸업,자가,단독주택,기혼,400-499만원,100-199만원,Y,3,N,3.0,75.0,42.0,0.0,0.0,0.0,0.0,14420000.0,0.0,8.0,0.0,200-299만원,203.0,296.62907385382044
C-1511,C04,345,남성,25,20대,학생(재수생포함),대학교 재학,자가,아파트,미혼,500-599만원,99만원 이하,N,0,N,1.0,25.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,200-299만원,39.0,362.5272292964037
C-1512,C06,544,남성,67,60대,판매/서비스직,중학교 졸업,자가,단독주택,기혼,100-199만원,99만원 이하,Y,2,N,3.0,64.0,25.0,0.0,0.0,0.0,0.0,19000000.0,0.0,1.0,0.0,100-199만원,274.0,315.5038802332815
C-1513,C05,445,남성,28,20대,무직/기타,대학교 졸업,자가,단독주택,미혼,700-799만원,99만원 이하,N,0,N,1.0,25.0,14.0,0.0,0.0,0.0,0.0,8300000.0,0.0,1.0,0.0,200-299만원,249.0,320.832380552176
C-1514,C05,484,여성,60,60대,전업주부,중학교 졸업,자가,아파트,기혼,200-299만원,99만원 이하,N,0,N,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,200-299만원,,413.28157249846527
C-1516,C06,524,남성,60,60대,무직/기타,전문대학 졸업,전세,단독주택,기혼,300-399만원,100-199만원,Y,2,N,5.0,79.0,30.0,0.0,0.0,0.0,0.0,89000000.0,0.0,2.0,0.0,300-399만원,133.0,247.3519637635277
C-1517,C09,818,남성,37,30대,판매/서비스직,대학교 졸업,전세,연립/다세대/빌라,미혼,200-299만원,100-199만원,N,0,N,1.0,12.0,73.0,0.0,113.0,0.0,0.0,0.0,0.0,3.0,6.0,200-299만원,63.0,477.9789123715513
C-1520,C04,381,남성,58,50대,판매/서비스직,전문대학 졸업,자가,아파트,기혼,300-399만원,99만원 이하,Y,2,N,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,300-399만원,,395.5078174255837
C-1521,C06,558,남성,46,40대,판매/서비스직,고등학교 졸업,자가,연립/다세대/빌라,기혼,500-599만원,100-199만원,Y,3,N,5.0,112.0,98.0,0.0,0.0,0.0,0.0,365420000.0,0.0,14.0,0.0,100-199만원,206.0,244.4653562843235
C-1523,C03,275,여성,82,80대이상,사무직,대학교 졸업,자가,아파트,미혼,600-699만원,100-199만원,N,0,N,0.0,0.0,25.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,100-199만원,,386.84795064689126
C-1524,C05,451,남성,55,50대,행정관리/전문직,대학교 졸업,자가,아파트,기혼,800-899만원,100-199만원,Y,2,N,2.0,26.0,27.0,0.0,20.0,0.0,0.0,0.0,0.0,2.0,1.0,300-399만원,86.0,408.2484370876485
C-1528,C06,524,여성,60,60대,전업주부,고등학교 졸업,자가,연립/다세대/빌라,기혼,600-699만원,200-299만원,Y,2,N,6.0,139.0,64.0,0.0,0.0,0.0,0.0,141900000.0,0.0,4.0,0.0,500-599만원,243.0,240.07061840646784
C-1529,C04,325,남성,28,20대,판매/서비스직,대학교 졸업,자가,아파트,미혼,1000만원 이상,100-199만원,N,0,N,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,1000만원 이상,,419.1545221590712
C-1531,C06,558,남성,38,30대,기능/노무직,전문대학 졸업,전세,아파트,기혼,300-399만원,100-199만원,Y,2,N,4.0,82.0,70.0,0.0,0.0,0.0,0.0,356500000.0,0.0,5.0,0.0,300-399만원,65.0,255.4135791064244
C-1533,C05,457,여성,70,70대,기능/노무직,중학교 졸업,자가,연립/다세대/빌라,기타(이혼/별거/사별),100-199만원,99만원 이하,Y,2,N,2.0,44.0,68.0,0.0,25.0,0.0,0.0,0.0,0.0,8.0,1.0,100-199만원,36.0,363.202750870776
C-1534,C05,434,남성,66,60대,무직/기타,고등학교 졸업,자가,연립/다세대/빌라,기혼,200-299만원,99만원 이하,Y,2,N,5.0,87.0,44.0,0.0,0.0,0.0,0.0,68620000.0,0.0,11.0,0.0,200-299만원,234.0,271.96720965305184
C-1535,C06,538,남성,37,30대,판매/서비스직,대학교 졸업,전세,연립/다세대/빌라,기혼,400-499만원,99만원 이하,Y,1,Y,5.0,101.0,38.0,0.0,0.0,0.0,0.0,154000000.0,0.0,2.0,0.0,300-399만원,163.0,264.5693955869013
C-1536,C05,468,남성,32,30대,판매/서비스직,대학교 졸업,전세,연립/다세대/빌라,미혼,300-399만원,100-199만원,N,0,N,5.0,93.0,20.0,0.0,0.0,0.0,0.0,19430000.0,0.0,5.0,0.0,300-399만원,273.0,245.22473687062163
C-1537,C05,478,남성,37,30대,기능/노무직,전문대학 졸업,전세,단독주택,기혼,400-499만원,99만원 이하,Y,1,N,3.0,59.0,41.0,0.0,0.0,0.0,0.0,9860000.0,0.0,3.0,0.0,200-299만원,209.0,299.64679949037554
C-1538,C05,464,남성,69,60대,기능/노무직,고등학교 졸업,자가,아파트,기혼,200-299만원,99만원 이하,Y,2,N,4.0,83.0,21.0,0.0,0.0,0.0,0.0,25000000.0,0.0,1.0,0.0,200-299만원,127.0,280.6310972175399
C-1540,C05,444,여성,62,60대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,800-899만원,100-199만원,Y,2,N,0.0,0.0,69.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,200-299만원,,420.6623791210624
C-1541,C07,628,남성,30,30대,기능/노무직,고등학교 졸업,자가,아파트,미혼,500-599만원,99만원 이하,N,0,N,4.0,83.0,34.0,0.0,28.0,0.0,0.0,0.0,0.0,3.0,2.0,200-299만원,273.0,364.6287879826543
C-1543,C06,514,여성,62,60대,판매/서비스직,중학교 졸업,자가,아파트,기혼,100-199만원,99만원 이하,Y,2,N,2.0,50.0,25.0,0.0,0.0,0.0,0.0,40000000.0,0.0,1.0,0.0,100-199만원,218.0,332.3803180657146
C-1544,C04,368,남성,41,40대,판매/서비스직,대학교 졸업,자가,아파트,기혼,800-899만원,100-199만원,Y,3,N,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,2.0,100-199만원,,463.395479005753
C-1545,C05,478,여성,38,30대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,500-599만원,200-299만원,Y,1,N,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100-199만원,,367.7887254924956
C-1546,C08,768,남성,41,40대,무직/기타,전문대학 졸업,전세,단독주택,기혼,200-299만원,99만원 이하,Y,1,N,0.0,0.0,36.0,0.0,143.0,0.0,0.0,0.0,0.0,2.0,6.0,200-299만원,,725.3595215285386
C-1548,C04,358,여성,33,30대,사무직,대학교 졸업,전세,아파트,기혼,500-599만원,100-199만원,Y,2,N,2.0,50.0,4.0,0.0,25.0,0.0,2700000.0,3000000.0,90.0,1.0,1.0,200-299만원,80.0,313.8917758084565
C-1549,C04,341,남성,57,50대,행정관리/전문직,대학교 졸업,자가,아파트,기혼,500-599만원,100-199만원,Y,2,N,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,300-399만원,,357.6103968434974
C-1550,C04,398,남성,46,40대,사무직,대학교 졸업,자가,연립/다세대/빌라,기혼,500-599만원,99만원 이하,Y,2,N,0.0,0.0,18.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,400-499만원,,373.7042922097404
C-1552,C04,328,남성,42,40대,사무직,대학교 졸업,자가,아파트,기혼,400-499만원,100-199만원,Y,2,N,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,300-399만원,,406.3800913677198
C-1553,C05,498,남성,47,40대,사무직,전문대학 졸업,전세,단독주택,기혼,300-399만원,100-199만원,Y,2,Y,6.0,132.0,15.0,0.0,0.0,0.0,0.0,3000000.0,0.0,1.0,0.0,100-199만원,182.0,209.3298460347792
C-1554,C06,518,남성,36,30대,판매/서비스직,대학교 졸업,전세,아파트,기혼,400-499만원,100-199만원,Y,1,N,5.0,84.0,42.0,0.0,0.0,0.0,0.0,70000000.0,0.0,3.0,0.0,400-499만원,223.0,266.95419981388284
C-1555,C05,438,남성,39,30대,판매/서비스직,대학교 졸업,자가,아파트,기혼,500-599만원,99만원 이하,Y,2,N,6.0,119.0,21.0,0.0,0.0,0.0,0.0,402000000.0,0.0,4.0,0.0,100-199만원,193.0,249.78051152172955
C-1556,C06,568,남성,32,30대,사무직,대학교 졸업,월세,오피스텔,미혼,200-299만원,99만원 이하,N,0,N,5.0,95.0,106.0,0.0,0.0,0.0,0.0,309900000.0,0.0,10.0,0.0,200-299만원,208.0,174.72546432747782
C-1557,C06,598,여성,48,40대,판매/서비스직,대학교 졸업,자가,아파트,기혼,1000만원 이상,100-199만원,Y,2,N,2.0,50.0,73.0,0.0,72.0,0.0,0.0,0.0,0.0,6.0,6.0,100-199만원,91.0,438.3749535329895
C-1558,C04,368,남성,46,40대,행정관리/전문직,대학교 졸업,자가,아파트,기혼,600-699만원,100-199만원,Y,2,Y,4.0,89.0,18.0,0.0,0.0,0.0,0.0,96900000.0,0.0,4.0,0.0,200-299만원,126.0,294.4876414513248
C-1560,C05,491,남성,53,50대,사무직,대학교 졸업,자가,단독주택,기혼,300-399만원,99만원 이하,Y,2,Y,5.0,125.0,111.0,0.0,4.0,0.0,5200000.0,36220000.0,14.35670900055218,13.0,1.0,200-299만원,90.0,257.7847336709271
C-1561,C03,298,여성,41,40대,사무직,대학교 졸업,전세,아파트,기혼,600-699만원,100-199만원,Y,2,N,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,200-299만원,,362.18774606940514
C-1562,C04,357,남성,77,70대,무직/기타,고등학교 졸업,자가,단독주택,기혼,400-499만원,99만원 이하,Y,3,N,0.0,0.0,65.0,0.0,25.0,0.0,0.0,0.0,0.0,3.0,1.0,300-399만원,,400.8160121691601
C-1563,C04,381,여성,54,50대,판매/서비스직,고등학교 졸업,자가,단독주택,기혼,500-599만원,99만원 이하,Y,2,Y,3.0,43.0,17.0,0.0,0.0,0.0,0.0,8400000.0,0.0,4.0,0.0,200-299만원,21.0,328.6558937968041
C-1564,C04,361,남성,51,50대,행정관리/전문직,대학교 졸업,자가,아파트,기혼,600-699만원,100-199만원,Y,2,N,0.0,0.0,25.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,300-399만원,,399.0776100958308
C-1566,C05,434,여성,61,60대,전업주부,고등학교 졸업,자가,아파트,기혼,500-599만원,100-199만원,Y,1,N,5.0,110.0,34.0,0.0,0.0,0.0,0.0,128000000.0,0.0,2.0,0.0,300-399만원,247.0,246.182829895734
C-1567,C05,484,여성,64,60대,전업주부,고등학교 졸업,자가,연립/다세대/빌라,기혼,500-599만원,99만원 이하,Y,2,N,0.0,0.0,65.0,0.0,10.0,0.0,0.0,0.0,0.0,3.0,2.0,500-599만원,,380.4553214164882
C-1568,C05,478,여성,30,30대,전업주부,대학교 졸업,전세,아파트,기혼,300-399만원,100-199만원,N,0,N,3.0,57.0,77.0,0.0,0.0,0.0,0.0,22820000.0,0.0,12.0,0.0,300-399만원,98.0,285.59896519785656
C-1569,C04,371,남성,57,50대,기능/노무직,고등학교 졸업,자가,단독주택,기혼,600-699만원,99만원 이하,Y,2,N,6.0,127.0,7.0,0.0,0.0,0.0,0.0,80000000.0,0.0,1.0,0.0,200-299만원,191.0,252.8341998856943
C-1571,C05,434,남성,68,60대,무직/기타,중학교 졸업,자가,아파트,기혼,200-299만원,100-199만원,Y,2,N,2.0,50.0,10.0,0.0,0.0,0.0,0.0,10000000.0,0.0,1.0,0.0,200-299만원,162.0,300.62059717587954
C-1573,C07,618,남성,47,40대,기능/노무직,고등학교 졸업,월세,오피스텔,미혼,200-299만원,100-199만원,N,0,Y,4.0,81.0,30.0,0.0,0.0,0.0,0.0,20000000.0,0.0,5.0,0.0,200-299만원,190.0,181.25816966914437
C-1575,C06,508,남성,43,40대,기능/노무직,고등학교 졸업,자가,단독주택,기혼,200-299만원,100-199만원,Y,2,N,2.0,50.0,32.0,0.0,0.0,0.0,0.0,18640000.0,0.0,10.0,0.0,200-299만원,64.0,309.74645703381515
C-1576,C06,501,남성,58,50대,기능/노무직,고등학교 졸업,자가,아파트,기혼,600-699만원,500-599만원,Y,2,N,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,300-399만원,,556.7045389831591
C-1579,C03,297,여성,76,70대,사무직,전문대학 졸업,전세,아파트,기혼,400-499만원,99만원 이하,Y,1,Y,2.0,50.0,12.0,0.0,0.0,0.0,0.0,1900000.0,0.0,1.0,0.0,200-299만원,235.0,308.6431965912824
C-1581,C05,488,여성,49,40대,전업주부,고등학교 졸업,전세,아파트,기혼,300-399만원,99만원 이하,Y,2,N,4.0,62.0,51.0,11100000.0,9.0,0.0,12800000.0,13900000.0,92.0863309352518,4.0,3.0,300-399만원,27.0,300.55925181948487
C-1582,C06,528,남성,46,40대,사무직,대학교 졸업,자가,연립/다세대/빌라,기혼,500-599만원,99만원 이하,Y,2,N,6.0,136.0,174.0,1600000.0,0.0,0.0,0.0,168860000.0,0.0,11.0,0.0,400-499만원,229.0,230.3153749237036
C-1583,C05,414,남성,64,60대,행정관리/전문직,대학원 졸업,자가,연립/다세대/빌라,기혼,700-799만원,300-399만원,Y,2,Y,6.0,139.0,98.0,2160000.0,0.0,0.0,0.0,78460000.0,0.0,15.0,0.0,300-399만원,58.0,209.2473890455753
C-1584,C05,468,남성,47,40대,판매/서비스직,대학교 졸업,자가,아파트,기혼,300-399만원,100-199만원,Y,2,N,2.0,50.0,26.0,0.0,0.0,0.0,0.0,27000000.0,0.0,2.0,0.0,300-399만원,182.0,313.3410738465864
C-1585,C04,338,여성,41,40대,사무직,대학교 졸업,전세,아파트,기혼,600-699만원,100-199만원,Y,2,Y,8.0,135.0,26.0,0.0,0.0,0.0,0.0,134700000.0,0.0,4.0,0.0,200-299만원,211.0,221.7044042153087
C-1586,C05,471,남성,50,50대,사무직,대학교 졸업,자가,아파트,기혼,500-599만원,99만원 이하,Y,1,N,4.0,100.0,98.0,0.0,0.0,0.0,0.0,273210000.0,0.0,12.0,0.0,200-299만원,270.0,267.11169985813024
C-1588,C05,461,여성,54,50대,전업주부,고등학교 졸업,자가,아파트,기혼,300-399만원,99만원 이하,Y,2,N,3.0,50.0,42.0,0.0,12.0,0.0,4200000.0,167100000.0,2.51346499102334,3.0,2.0,300-399만원,200.0,338.26315473143416
C-1591,C03,248,여성,38,30대,행정관리/전문직,대학교 졸업,자가,아파트,기혼,700-799만원,100-199만원,Y,2,N,2.0,33.0,4.0,0.0,0.0,0.0,0.0,100000000.0,0.0,1.0,0.0,200-299만원,49.0,307.9685950943213
C-1592,C05,418,남성,46,40대,사무직,대학교 졸업,자가,아파트,미혼,500-599만원,100-199만원,N,0,N,3.0,50.0,39.0,0.0,0.0,0.0,0.0,105000000.0,0.0,3.0,0.0,300-399만원,180.0,309.2664516454026
C-1593,C05,408,여성,36,30대,사무직,대학교 졸업,자가,아파트,기혼,500-599만원,100-199만원,Y,2,N,4.0,100.0,25.0,0.0,0.0,0.0,0.0,170000000.0,0.0,1.0,0.0,200-299만원,181.0,261.0580328470349
C-1595,C06,548,남성,45,40대,기능/노무직,전문대학 졸업,자가,연립/다세대/빌라,기혼,400-499만원,200-299만원,Y,2,N,2.0,50.0,87.0,0.0,0.0,0.0,0.0,205250000.0,0.0,8.0,0.0,200-299만원,175.0,331.1219646661378
C-1596,C05,478,남성,43,40대,판매/서비스직,대학교 졸업,자가,아파트,기혼,700-799만원,100-199만원,Y,2,N,6.0,139.0,39.0,0.0,0.0,0.0,0.0,15600000.0,0.0,2.0,0.0,100-199만원,178.0,198.12763064377776
C-1597,C04,374,남성,66,60대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,300-399만원,100-199만원,Y,2,N,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,200-299만원,,359.32896525728944
C-1599,C06,524,여성,64,60대,기능/노무직,고등학교 졸업,자가,아파트,기타(이혼/별거/사별),100-199만원,99만원 이하,Y,1,N,5.0,125.0,45.0,0.0,0.0,0.0,0.0,94350000.0,0.0,5.0,0.0,100-199만원,271.0,255.2686307550543
C-1601,C06,501,남성,56,50대,기능/노무직,고등학교 졸업,자가,아파트,기혼,500-599만원,99만원 이하,Y,2,N,3.0,65.0,90.0,0.0,0.0,0.0,0.0,213320000.0,0.0,11.0,0.0,200-299만원,276.0,299.7938355675984
C-1602,C05,481,여성,52,50대,기능/노무직,고등학교 졸업,자가,아파트,기혼,600-699만원,300-399만원,Y,2,N,2.0,50.0,35.0,0.0,0.0,0.0,0.0,26600000.0,0.0,5.0,0.0,200-299만원,73.0,333.6194131840548
C-1603,C06,585,남성,25,20대,기능/노무직,고등학교 졸업,월세,연립/다세대/빌라,미혼,200-299만원,99만원 이하,N,0,N,1.0,25.0,25.0,0.0,0.0,0.0,0.0,1100000.0,0.0,1.0,0.0,100-199만원,276.0,257.6934939806511
C-1604,C05,400,남성,21,20대,판매/서비스직,고등학교 졸업,자가,아파트,미혼,700-799만원,100-199만원,N,0,N,1.0,25.0,3.0,0.0,0.0,0.0,0.0,100000.0,0.0,1.0,0.0,500-599만원,202.0,319.26223756944887
C-1605,C04,357,남성,77,70대,무직/기타,고등학교 졸업,자가,단독주택,기혼,400-499만원,99만원 이하,Y,3,N,3.0,70.0,11.0,0.0,0.0,0.0,0.0,12000000.0,0.0,1.0,0.0,300-399만원,95.0,301.27507257332286
C-1607,C05,498,남성,33,30대,무직/기타,대학원 졸업,월세,연립/다세대/빌라,미혼,99만원 이하,99만원 이하,N,0,N,3.0,64.0,20.0,0.0,0.0,0.0,0.0,200300000.0,0.0,3.0,0.0,99만원 이하,140.0,207.14953706246985
C-1608,C05,478,여성,30,30대,학생(재수생포함),대학원 재학,자가,연립/다세대/빌라,미혼,500-599만원,99만원 이하,N,0,N,1.0,25.0,32.0,0.0,25.0,0.0,0.0,0.0,0.0,3.0,1.0,200-299만원,45.0,374.9485430343777
C-1609,C05,441,여성,52,50대,기능/노무직,전문대학 졸업,자가,아파트,기혼,600-699만원,100-199만원,Y,2,N,3.0,74.0,15.0,0.0,0.0,0.0,0.0,22000000.0,0.0,1.0,0.0,400-499만원,82.0,299.8140128705063
C-1610,C06,548,여성,36,30대,판매/서비스직,전문대학 졸업,자가,아파트,기혼,500-599만원,99만원 이하,Y,1,N,3.0,75.0,132.0,0.0,1.0,0.0,5300000.0,46160000.0,11.481802426343156,17.0,1.0,300-399만원,136.0,298.66911773740605
C-1611,C05,478,남성,37,30대,판매/서비스직,대학교 졸업,자가,아파트,기혼,400-499만원,99만원 이하,Y,2,N,4.0,86.0,75.0,0.0,14.0,0.0,8400000.0,61200000.0,13.725490196078432,4.0,2.0,100-199만원,199.0,319.9324297682939
C-1613,C04,381,남성,55,50대,행정관리/전문직,대학원 졸업,자가,아파트,기혼,600-699만원,99만원 이하,Y,2,Y,4.0,100.0,72.0,0.0,0.0,0.0,0.0,139800000.0,0.0,4.0,0.0,300-399만원,116.0,290.72632012510337
C-1614,C04,305,여성,29,20대,사무직,대학교 졸업,자가,아파트,미혼,500-599만원,99만원 이하,N,0,N,3.0,31.0,6.0,0.0,0.0,0.0,0.0,97000000.0,0.0,2.0,0.0,500-599만원,233.0,342.2924022830953
C-1615,C05,424,남성,63,60대,행정관리/전문직,대학교 졸업,자가,아파트,기타(이혼/별거/사별),500-599만원,100-199만원,Y,2,N,2.0,50.0,20.0,0.0,0.0,0.0,0.0,10010000.0,0.0,2.0,0.0,200-299만원,217.0,305.4208896572449
C-1616,C07,644,남성,64,60대,기능/노무직,고등학교 졸업,자가,단독주택,기타(이혼/별거/사별),300-399만원,99만원 이하,Y,1,N,3.0,57.0,20.0,0.0,25.0,0.0,17000000.0,9100000.0,100.0,1.0,1.0,300-399만원,265.0,343.40143867917607
C-1617,C04,358,남성,44,40대,행정관리/전문직,대학교 졸업,자가,아파트,기혼,800-899만원,200-299만원,Y,2,N,2.0,39.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,200-299만원,161.0,374.9386945637741
C-1618,C05,451,여성,52,50대,전업주부,고등학교 졸업,자가,연립/다세대/빌라,기혼,700-799만원,100-199만원,Y,1,N,3.0,56.0,10.0,0.0,0.0,0.0,0.0,63900000.0,0.0,3.0,0.0,200-299만원,142.0,281.2641785717236
C-1622,C04,368,남성,32,30대,사무직,대학교 졸업,전세,단독주택,미혼,400-499만원,100-199만원,N,0,N,1.0,25.0,4.0,0.0,0.0,0.0,0.0,3320000.0,0.0,3.0,0.0,200-299만원,27.0,327.16200691438223
C-1626,C04,314,남성,61,60대,무직/기타,대학교 졸업,자가,아파트,기혼,400-499만원,99만원 이하,Y,1,N,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,200-299만원,,386.31393465574433
C-1627,C05,441,남성,54,50대,사무직,대학교 졸업,자가,단독주택,기혼,900-999만원,200-299만원,Y,2,N,6.0,139.0,54.0,0.0,0.0,0.0,0.0,202000000.0,0.0,3.0,0.0,200-299만원,156.0,208.5026689928075
C-1628,C04,375,남성,26,20대,행정관리/전문직,대학교 졸업,자가,연립/다세대/빌라,미혼,900-999만원,100-199만원,N,0,N,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,300-399만원,,350.38857252410975
C-1629,C05,457,여성,70,70대,기능/노무직,중학교 졸업,자가,연립/다세대/빌라,기타(이혼/별거/사별),100-199만원,99만원 이하,Y,2,N,2.0,50.0,76.0,0.0,0.0,0.0,0.0,26260000.0,0.0,10.0,0.0,100-199만원,277.0,328.6416835363845
C-1630,C06,504,남성,67,60대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,200-299만원,99만원 이하,Y,2,N,4.0,71.0,44.0,0.0,0.0,0.0,0.0,33600000.0,0.0,2.0,0.0,100-199만원,121.0,294.012525194859
C-1631,C05,474,남성,63,60대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,300-399만원,99만원 이하,Y,3,N,3.0,66.0,35.0,0.0,0.0,0.0,0.0,56800000.0,0.0,3.0,0.0,300-399만원,166.0,302.65808458505165
C-1633,C05,491,남성,57,50대,행정관리/전문직,대학교 졸업,자가,아파트,기혼,500-599만원,100-199만원,Y,2,N,0.0,0.0,92.0,0.0,54.0,0.0,0.0,0.0,0.0,4.0,4.0,100-199만원,,420.6219231642064
C-1634,C05,418,남성,48,40대,기능/노무직,고등학교 졸업,자가,단독주택,기혼,300-399만원,100-199만원,Y,2,N,5.0,83.0,16.0,0.0,0.0,0.0,0.0,42200000.0,0.0,4.0,0.0,100-199만원,145.0,277.596143487771
C-1635,C04,378,여성,39,30대,전업주부,고등학교 졸업,전세,아파트,기혼,400-499만원,99만원 이하,Y,2,N,1.0,25.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,200-299만원,98.0,356.5009091185661
C-1636,C04,341,남성,55,50대,행정관리/전문직,대학교 졸업,자가,아파트,기혼,800-899만원,100-199만원,Y,2,N,4.0,76.0,17.0,0.0,0.0,0.0,0.0,2800000.0,0.0,1.0,0.0,500-599만원,257.0,328.10162924029913
C-1637,C06,521,남성,54,50대,판매/서비스직,고등학교 졸업,자가,아파트,미혼,300-399만원,100-199만원,N,0,N,0.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,300-399만원,,393.15598976541776
C-1638,C05,418,남성,48,40대,사무직,대학원 졸업,자가,아파트,기혼,500-599만원,300-399만원,Y,2,N,2.0,50.0,25.0,0.0,0.0,0.0,0.0,300000000.0,0.0,1.0,0.0,300-399만원,214.0,318.30196971993354
C-1639,C07,631,남성,50,50대,기능/노무직,고등학교 졸업,월세,기타,기혼,200-299만원,99만원 이하,Y,2,N,5.0,95.0,139.0,0.0,5.0,0.0,26100000.0,173600000.0,15.034562211981568,8.0,3.0,200-299만원,94.0,182.74672770390885
C-1640,C07,624,남성,64,60대,행정관리/전문직,대학원 졸업,자가,연립/다세대/빌라,기혼,700-799만원,300-399만원,Y,2,N,1.0,25.0,58.0,0.0,26.0,0.0,0.0,0.0,0.0,6.0,2.0,300-399만원,33.0,598.7253659282867
C-1641,C05,441,여성,56,50대,전업주부,대학교 졸업,자가,단독주택,기혼,500-599만원,100-199만원,Y,2,N,8.0,163.0,21.0,0.0,0.0,0.0,0.0,2500000.0,0.0,1.0,0.0,100-199만원,175.0,192.32862870796387
C-1643,C04,394,남성,61,60대,기능/노무직,고등학교 졸업,자가,아파트,기혼,300-399만원,100-199만원,Y,2,N,1.0,21.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,200-299만원,70.0,367.8344675395388
C-1644,C03,278,남성,49,40대,행정관리/전문직,대학교 졸업,자가,아파트,기혼,400-499만원,100-199만원,Y,2,N,1.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,300-399만원,34.0,351.74453964422133
C-1645,C06,521,여성,50,50대,기능/노무직,고등학교 졸업,자가,아파트,기혼,500-599만원,100-199만원,Y,2,N,0.0,0.0,67.0,0.0,34.0,0.0,0.0,0.0,0.0,5.0,4.0,200-299만원,,403.6332643925786
C-1646,C05,471,여성,50,50대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,600-699만원,100-199만원,Y,2,N,4.0,59.0,25.0,0.0,0.0,0.0,0.0,160000000.0,0.0,1.0,0.0,500-599만원,119.0,316.0516989692077
C-1647,C06,581,남성,52,50대,기능/노무직,고등학교 졸업,월세,연립/다세대/빌라,미혼,200-299만원,99만원 이하,N,0,N,2.0,50.0,12.0,0.0,6.0,0.0,17000000.0,16000000.0,100.0,1.0,1.0,200-299만원,171.0,238.70760844480665
C-1651,C05,455,남성,26,20대,학생(재수생포함),대학원 재학,자가,아파트,미혼,600-699만원,100-199만원,N,0,N,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,200-299만원,,404.6982283944285
C-1652,C04,368,남성,49,40대,행정관리/전문직,대학교 졸업,자가,아파트,기혼,400-499만원,100-199만원,Y,2,N,1.0,25.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,200-299만원,229.0,351.74453964422133
C-1653,C07,631,여성,51,50대,전업주부,고등학교 졸업,자가,단독주택,기혼,400-499만원,100-199만원,Y,2,N,4.0,78.0,55.0,0.0,56.0,0.0,0.0,0.0,0.0,4.0,3.0,400-499만원,217.0,381.9914579580284
C-1654,C06,538,남성,43,40대,기능/노무직,고등학교 재학,전세,연립/다세대/빌라,기혼,400-499만원,99만원 이하,Y,2,N,3.0,48.0,25.0,0.0,0.0,0.0,0.0,38000000.0,0.0,1.0,0.0,400-499만원,170.0,309.3979762626541
C-1655,C05,431,남성,50,50대,기능/노무직,전문대학 졸업,전세,단독주택,기혼,400-499만원,200-299만원,Y,1,N,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,300-399만원,,381.8951786928555
C-1656,C05,444,여성,61,60대,전업주부,고등학교 졸업,자가,단독주택,기혼,700-799만원,99만원 이하,Y,2,N,4.0,92.0,82.0,0.0,0.0,0.0,0.0,36050000.0,0.0,14.0,0.0,300-399만원,229.0,251.78508729209625
