chaju_id,credit_class,score_risk,gender,age,agegroup,job,edu,dwell_type,house_type,marriage,income_home_grp,income_ind_grp,expenditure_grp,child_cd,no_child,flag_priv_biz_cd,card_count,card_period,loan_period,Pcard_loan_amt,over_period,Pcard_over_amt,over_amt,loan_amt_final2,del_rate,loan_count,overdue_count
C-1429,C06,561,여성,51,50대,판매/서비스직,고등학교 졸업,전세,연립/다세대/빌라,기혼,600-699만원,200-299만원,99만원 이하,Y,2,N,2.0,50.0,87.0,0.0,0.0,0.0,0.0,36960000.0,0.0,13.0,0.0
C-1430,C06,518,남성,42,40대,기능/노무직,전문대학 졸업,자가,연립/다세대/빌라,기혼,400-499만원,300-399만원,100-199만원,Y,1,N,1.0,25.0,44.0,0.0,5.0,0.0,4900000.0,176550000.0,2.775417728688757,3.0,1.0
C-1431,C04,384,남성,63,60대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,300-399만원,100-199만원,99만원 이하,Y,3,N,0.0,0.0,0.0,0.0,23.0,0.0,1800000.0,1800000.0,100.0,0.0,1.0
C-1432,C06,548,여성,38,30대,판매/서비스직,대학교 졸업,전세,연립/다세대/빌라,미혼,400-499만원,400-499만원,100-199만원,N,0,N,3.0,75.0,36.0,0.0,0.0,0.0,0.0,9810000.0,0.0,5.0,0.0
C-1433,C06,508,여성,33,30대,사무직,대학교 졸업,전세,아파트,미혼,200-299만원,200-299만원,100-199만원,N,0,N,0.0,0.0,78.0,0.0,0.0,0.0,0.0,19000000.0,0.0,4.0,0.0
C-1434,C05,431,여성,58,50대,판매/서비스직,고등학교 졸업,자가,연립/다세대/빌라,기혼,300-399만원,100-199만원,100-199만원,Y,2,N,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1435,C05,438,남성,43,40대,판매/서비스직,전문대학 졸업,자가,연립/다세대/빌라,기혼,400-499만원,400-499만원,200-299만원,Y,3,N,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1436,C04,394,남성,68,60대,기능/노무직,고등학교 졸업,자가,단독주택,기혼,200-299만원,200-299만원,99만원 이하,Y,2,N,4.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1437,C05,485,남성,29,20대,판매/서비스직,고등학교 졸업,월세,아파트,미혼,200-299만원,200-299만원,100-199만원,N,0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1438,C04,318,여성,36,30대,전업주부,대학교 졸업,자가,아파트,기혼,400-499만원,200-299만원,99만원 이하,Y,2,Y,6.0,90.0,11.0,0.0,0.0,0.0,0.0,92000000.0,0.0,2.0,0.0
C-1439,C04,335,남성,27,20대,학생(재수생포함),대학원 재학,자가,단독주택,미혼,700-799만원,700-799만원,99만원 이하,N,0,Y,3.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1440,C04,307,남성,71,70대,학생(재수생포함),대학교 재학,자가,아파트,미혼,500-599만원,500-599만원,99만원 이하,N,0,N,0.0,0.0,0.0,0.0,25.0,0.0,5000000.0,5000000.0,100.0,0.0,1.0
C-1441,C05,458,여성,45,40대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,600-699만원,200-299만원,99만원 이하,Y,2,N,4.0,88.0,25.0,0.0,0.0,0.0,0.0,15000000.0,0.0,2.0,0.0
C-1442,C05,498,남성,47,40대,기능/노무직,고등학교 졸업,자가,아파트,기혼,500-599만원,400-499만원,100-199만원,Y,2,N,4.0,67.0,43.0,0.0,0.0,0.0,0.0,301100000.0,0.0,5.0,0.0
C-1443,C05,428,여성,44,40대,전업주부,대학교 졸업,자가,아파트,기혼,400-499만원,200-299만원,99만원 이하,Y,2,Y,5.0,50.0,33.0,0.0,0.0,0.0,0.0,114600000.0,0.0,4.0,0.0
C-1444,C04,301,여성,53,50대,전업주부,전문대학 졸업,자가,아파트,기혼,600-699만원,100-199만원,99만원 이하,Y,2,N,3.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1445,C03,287,여성,78,70대,전업주부,대학교 졸업,자가,아파트,기혼,400-499만원,200-299만원,100-199만원,Y,2,N,0.0,0.0,18.0,0.0,0.0,0.0,0.0,12000000.0,0.0,1.0,0.0
C-1446,C04,351,여성,59,50대,전업주부,고등학교 졸업,자가,아파트,기혼,200-299만원,100-199만원,99만원 이하,Y,2,N,3.0,55.0,2.0,0.0,0.0,0.0,0.0,5000000.0,0.0,1.0,0.0
C-1447,C04,384,여성,60,60대,전업주부,고등학교 졸업,자가,연립/다세대/빌라,기혼,600-699만원,200-299만원,200-299만원,Y,2,Y,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1448,C03,268,남성,47,40대,행정관리/전문직,대학교 졸업,자가,아파트,기혼,700-799만원,400-499만원,100-199만원,Y,2,N,5.0,104.0,30.0,0.0,0.0,0.0,0.0,238300000.0,0.0,5.0,0.0
C-1449,C05,461,남성,50,50대,기능/노무직,전문대학 졸업,자가,아파트,기혼,500-599만원,400-499만원,200-299만원,Y,2,Y,2.0,38.0,40.0,0.0,0.0,0.0,0.0,22800000.0,0.0,6.0,0.0
C-1450,C04,388,여성,33,30대,사무직,대학교 졸업,전세,아파트,미혼,200-299만원,200-299만원,100-199만원,N,0,N,5.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1451,C03,298,남성,38,30대,사무직,대학교 졸업,전세,아파트,기혼,500-599만원,300-399만원,99만원 이하,N,0,N,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1452,C05,471,여성,50,50대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,600-699만원,100-199만원,100-199만원,Y,2,N,5.0,86.0,19.0,0.0,0.0,0.0,0.0,7600000.0,0.0,1.0,0.0
C-1453,C04,348,여성,31,30대,전업주부,대학교 졸업,자가,아파트,기혼,300-399만원,300-399만원,100-199만원,Y,2,N,4.0,82.0,14.0,0.0,0.0,0.0,0.0,106320000.0,0.0,3.0,0.0
C-1454,C06,544,여성,67,60대,전업주부,중학교 졸업,자가,아파트,기혼,300-399만원,100-199만원,100-199만원,Y,2,N,3.0,75.0,63.0,3110000.0,0.0,0.0,0.0,37560000.0,0.0,14.0,0.0
C-1455,C05,471,남성,55,50대,기능/노무직,고등학교 졸업,자가,단독주택,기혼,300-399만원,300-399만원,99만원 이하,Y,1,N,3.0,51.0,27.0,0.0,0.0,0.0,0.0,6550000.0,0.0,2.0,0.0
C-1456,C03,268,남성,44,40대,행정관리/전문직,대학교 졸업,자가,아파트,기혼,500-599만원,400-499만원,100-199만원,Y,2,N,2.0,30.0,8.0,0.0,0.0,0.0,0.0,78200000.0,0.0,2.0,0.0
C-1457,C05,408,남성,46,40대,행정관리/전문직,대학교 졸업,자가,아파트,기혼,600-699만원,400-499만원,100-199만원,Y,2,N,5.0,122.0,107.0,2610000.0,0.0,0.0,0.0,238010000.0,0.0,13.0,0.0
C-1458,C05,434,남성,60,60대,판매/서비스직,대학교 졸업,자가,아파트,기혼,400-499만원,400-499만원,99만원 이하,Y,2,N,3.0,64.0,49.0,0.0,0.0,0.0,0.0,49000000.0,0.0,2.0,0.0
C-1459,C06,534,남성,62,60대,무직/기타,고등학교 졸업,자가,아파트,기혼,300-399만원,100-199만원,99만원 이하,Y,2,N,4.0,100.0,125.0,0.0,32.0,0.0,25500000.0,68810000.0,37.05856706874,11.0,4.0
C-1460,C05,494,남성,60,60대,기능/노무직,고등학교 졸업,자가,아파트,기혼,400-499만원,200-299만원,100-199만원,Y,2,N,4.0,85.0,32.0,0.0,0.0,0.0,0.0,13500000.0,0.0,2.0,0.0
C-1461,C05,448,여성,45,40대,기능/노무직,고등학교 졸업,자가,아파트,기혼,400-499만원,100-199만원,100-199만원,Y,2,N,0.0,0.0,15.0,0.0,0.0,0.0,0.0,22000000.0,0.0,1.0,0.0
C-1462,C05,435,여성,25,20대,학생(재수생포함),고등학교 졸업,자가,아파트,미혼,700-799만원,700-799만원,99만원 이하,N,0,N,1.0,25.0,22.0,0.0,0.0,0.0,0.0,15000000.0,0.0,1.0,0.0
C-1463,C04,361,남성,54,50대,행정관리/전문직,대학교 졸업,자가,아파트,기혼,600-699만원,500-599만원,100-199만원,Y,2,N,5.0,90.0,27.0,0.0,0.0,0.0,0.0,70600000.0,0.0,2.0,0.0
C-1464,C03,295,여성,27,20대,사무직,대학교 졸업,자가,아파트,미혼,600-699만원,200-299만원,99만원 이하,N,0,N,2.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1465,C05,448,남성,45,40대,기능/노무직,대학교 졸업,자가,아파트,기혼,500-599만원,300-399만원,99만원 이하,Y,2,N,3.0,75.0,48.0,0.0,0.0,0.0,0.0,55830000.0,0.0,3.0,0.0
C-1466,C06,528,남성,33,30대,사무직,대학교 졸업,전세,연립/다세대/빌라,미혼,200-299만원,200-299만원,100-199만원,N,0,N,1.0,25.0,63.0,0.0,0.0,0.0,0.0,219800000.0,0.0,4.0,0.0
C-1467,C05,428,여성,35,30대,판매/서비스직,전문대학 졸업,자가,아파트,미혼,200-299만원,200-299만원,100-199만원,N,0,N,3.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1468,C05,448,남성,45,40대,행정관리/전문직,대학교 졸업,자가,단독주택,기혼,400-499만원,400-499만원,200-299만원,N,0,N,3.0,57.0,60.0,0.0,0.0,0.0,0.0,399800000.0,0.0,5.0,0.0
C-1469,C05,424,여성,66,60대,무직/기타,중학교 졸업,자가,아파트,기혼,200-299만원,200-299만원,100-199만원,Y,2,N,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1470,C05,455,남성,28,20대,학생(재수생포함),대학원 졸업,자가,아파트,미혼,400-499만원,400-499만원,99만원 이하,N,0,N,2.0,50.0,51.0,0.0,25.0,0.0,2400000.0,16400000.0,14.634146341463412,3.0,1.0
C-1471,C04,364,여성,67,60대,전업주부,고등학교 졸업,자가,아파트,기혼,100-199만원,100-199만원,99만원 이하,Y,2,N,4.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1472,C06,511,여성,53,50대,전업주부,고등학교 졸업,자가,연립/다세대/빌라,기혼,300-399만원,100-199만원,100-199만원,Y,2,N,6.0,134.0,43.0,0.0,0.0,0.0,0.0,160000000.0,0.0,3.0,0.0
C-1473,C06,528,남성,32,30대,사무직,대학교 졸업,월세,오피스텔,미혼,200-299만원,200-299만원,99만원 이하,N,0,N,4.0,62.0,29.0,0.0,0.0,0.0,0.0,128000000.0,0.0,3.0,0.0
C-1474,C04,328,남성,43,40대,사무직,대학교 졸업,전세,아파트,기혼,500-599만원,300-399만원,100-199만원,Y,1,N,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1475,C07,625,남성,25,20대,판매/서비스직,고등학교 졸업,월세,연립/다세대/빌라,기혼,200-299만원,200-299만원,99만원 이하,N,0,N,2.0,50.0,47.0,0.0,8.0,0.0,12000000.0,22980000.0,52.219321148825074,12.0,1.0
C-1476,C04,314,남성,62,60대,기능/노무직,고등학교 졸업,자가,아파트,기혼,600-699만원,200-299만원,99만원 이하,Y,2,N,1.0,25.0,3.0,0.0,0.0,0.0,0.0,90000000.0,0.0,1.0,0.0
C-1478,C06,508,남성,41,40대,판매/서비스직,고등학교 졸업,자가,아파트,미혼,200-299만원,200-299만원,99만원 이하,N,0,N,2.0,50.0,50.0,0.0,0.0,0.0,0.0,97900000.0,0.0,4.0,0.0
C-1479,C05,417,여성,71,70대,전업주부,고등학교 졸업,전세,단독주택,기타(이혼/별거/사별),99만원 이하,99만원 이하,99만원 이하,Y,2,N,1.0,25.0,2.0,0.0,0.0,0.0,0.0,100000.0,0.0,1.0,0.0
C-1480,C04,318,여성,44,40대,전업주부,대학교 졸업,자가,아파트,기혼,400-499만원,200-299만원,99만원 이하,Y,2,N,5.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1481,C05,498,여성,31,30대,판매/서비스직,전문대학 졸업,자가,단독주택,기혼,600-699만원,200-299만원,100-199만원,Y,2,N,6.0,127.0,19.0,0.0,0.0,0.0,0.0,49000000.0,0.0,2.0,0.0
C-1482,C07,615,남성,29,20대,판매/서비스직,전문대학 졸업,전세,연립/다세대/빌라,미혼,400-499만원,100-199만원,99만원 이하,N,0,N,1.0,5.0,145.0,0.0,14.0,0.0,115700000.0,734840000.0,15.744924065102609,8.0,2.0
C-1483,C05,478,여성,46,40대,전업주부,고등학교 졸업,자가,아파트,기혼,500-599만원,200-299만원,100-199만원,Y,2,N,0.0,0.0,25.0,0.0,38.0,0.0,4100000.0,5900000.0,69.49152542372882,1.0,2.0
C-1484,C04,361,남성,57,50대,행정관리/전문직,대학교 졸업,자가,단독주택,기혼,1000만원 이상,1000만원 이상,100-199만원,Y,2,Y,6.0,129.0,72.0,0.0,0.0,0.0,0.0,48650000.0,0.0,13.0,0.0
C-1485,C04,371,남성,53,50대,행정관리/전문직,대학교 졸업,자가,연립/다세대/빌라,기혼,400-499만원,400-499만원,99만원 이하,Y,2,N,0.0,0.0,45.0,0.0,1.0,0.0,14000000.0,146000000.0,9.58904109589041,3.0,1.0
C-1486,C03,255,남성,85,80대이상,사무직,대학교 졸업,자가,아파트,기혼,600-699만원,600-699만원,100-199만원,Y,2,N,0.0,0.0,25.0,0.0,0.0,0.0,0.0,90000000.0,0.0,1.0,0.0
C-1487,C06,568,남성,46,40대,판매/서비스직,대학교 졸업,자가,연립/다세대/빌라,기혼,300-399만원,300-399만원,99만원 이하,Y,2,Y,6.0,150.0,101.0,0.0,15.0,0.0,28300000.0,46070000.0,61.428261341436944,11.0,4.0
C-1488,C03,298,여성,36,30대,전업주부,대학교 졸업,자가,아파트,기혼,400-499만원,200-299만원,99만원 이하,Y,2,N,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1489,C08,744,남성,62,60대,무직/기타,고등학교 졸업,자가,연립/다세대/빌라,기혼,100-199만원,100-199만원,99만원 이하,Y,2,N,2.0,41.0,107.0,0.0,39.0,0.0,40200000.0,113900000.0,35.294117647058826,7.0,5.0
C-1491,C04,348,남성,42,40대,기능/노무직,전문대학 졸업,자가,아파트,기혼,500-599만원,300-399만원,100-199만원,Y,1,N,1.0,23.0,11.0,0.0,0.0,0.0,0.0,2000000.0,0.0,1.0,0.0
C-1492,C05,431,여성,50,50대,기능/노무직,전문대학 졸업,자가,아파트,기혼,700-799만원,200-299만원,100-199만원,Y,2,N,5.0,85.0,25.0,0.0,0.0,0.0,0.0,26000000.0,0.0,1.0,0.0
C-1493,C03,284,남성,63,60대,사무직,고등학교 졸업,자가,아파트,기혼,800-899만원,500-599만원,100-199만원,Y,1,N,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1494,C04,388,여성,36,30대,판매/서비스직,전문대학 졸업,전세,아파트,기혼,500-599만원,200-299만원,100-199만원,N,0,N,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1495,C07,608,남성,40,40대,기능/노무직,고등학교 졸업,전세,연립/다세대/빌라,미혼,300-399만원,300-399만원,100-199만원,N,0,N,1.0,20.0,23.0,0.0,61.0,0.0,5010000.0,6200000.0,80.80645161290323,1.0,4.0
C-1496,C04,378,여성,39,30대,행정관리/전문직,대학교 졸업,전세,아파트,기혼,600-699만원,300-399만원,100-199만원,Y,2,N,3.0,56.0,24.0,0.0,0.0,0.0,0.0,55700000.0,0.0,4.0,0.0
C-1497,C05,448,여성,42,40대,사무직,대학교 졸업,자가,아파트,기혼,500-599만원,100-199만원,99만원 이하,Y,2,N,3.0,75.0,94.0,0.0,0.0,0.0,0.0,140600000.0,0.0,6.0,0.0
C-1498,C06,541,남성,54,50대,사무직,대학교 졸업,자가,연립/다세대/빌라,미혼,300-399만원,300-399만원,100-199만원,N,0,N,3.0,75.0,74.0,0.0,0.0,0.0,0.0,34500000.0,0.0,5.0,0.0
C-1499,C04,308,여성,47,40대,사무직,대학교 졸업,자가,아파트,기혼,500-599만원,200-299만원,100-199만원,Y,2,N,5.0,64.0,4.0,0.0,0.0,0.0,0.0,50000000.0,0.0,1.0,0.0
C-1500,C07,654,남성,63,60대,기능/노무직,고등학교 졸업,자가,아파트,기타(이혼/별거/사별),300-399만원,300-399만원,100-199만원,Y,2,N,1.0,25.0,25.0,8800000.0,46.0,0.0,88700000.0,97500000.0,90.97435897435898,1.0,2.0
C-1501,C04,394,여성,61,60대,전업주부,초등학교 졸업,자가,단독주택,기혼,200-299만원,100-199만원,99만원 이하,Y,3,N,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1502,C05,411,남성,59,50대,기능/노무직,중학교 졸업,자가,단독주택,기혼,300-399만원,300-399만원,100-199만원,Y,2,N,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1100000.0,0.0,1.0,0.0
C-1503,C03,261,남성,55,50대,행정관리/전문직,대학교 졸업,자가,아파트,기혼,800-899만원,500-599만원,100-199만원,Y,2,Y,6.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1504,C05,425,여성,26,20대,사무직,대학교 졸업,자가,아파트,미혼,600-699만원,200-299만원,100-199만원,N,0,N,0.0,0.0,17.0,0.0,12.0,0.0,9700000.0,7700000.0,100.0,1.0,2.0
C-1505,C06,511,여성,50,50대,기능/노무직,고등학교 졸업,자가,아파트,기혼,500-599만원,100-199만원,100-199만원,Y,2,N,2.0,50.0,95.0,0.0,0.0,0.0,0.0,16720000.0,0.0,10.0,0.0
C-1506,C04,328,여성,41,40대,전업주부,고등학교 졸업,자가,아파트,기혼,300-399만원,100-199만원,99만원 이하,Y,2,N,0.0,0.0,0.0,0.0,11.0,0.0,27000000.0,27000000.0,100.0,0.0,1.0
C-1507,C05,491,여성,51,50대,전업주부,대학교 졸업,자가,아파트,기혼,300-399만원,100-199만원,100-199만원,Y,2,N,4.0,66.0,95.0,0.0,0.0,0.0,0.0,42680000.0,0.0,13.0,0.0
C-1508,C06,504,남성,69,60대,무직/기타,중학교 졸업,자가,아파트,기혼,200-299만원,200-299만원,99만원 이하,Y,2,N,2.0,50.0,25.0,0.0,0.0,0.0,0.0,2650000.0,0.0,5.0,0.0
C-1509,C06,524,남성,65,60대,기능/노무직,고등학교 졸업,자가,단독주택,기혼,300-399만원,300-399만원,400-499만원,Y,2,N,2.0,50.0,25.0,0.0,0.0,0.0,0.0,5900000.0,0.0,1.0,0.0
C-1510,C05,464,여성,66,60대,전업주부,고등학교 졸업,자가,단독주택,기혼,400-499만원,100-199만원,100-199만원,Y,3,N,3.0,75.0,42.0,0.0,0.0,0.0,0.0,14420000.0,0.0,8.0,0.0
C-1511,C04,345,남성,25,20대,학생(재수생포함),대학교 재학,자가,아파트,미혼,500-599만원,500-599만원,99만원 이하,N,0,N,1.0,25.0,0.0,0.0,13.0,0.0,780000.0,600000.0,100.0,0.0,2.0
C-1512,C06,544,남성,67,60대,판매/서비스직,중학교 졸업,자가,단독주택,기혼,100-199만원,100-199만원,99만원 이하,Y,2,N,3.0,64.0,25.0,0.0,0.0,0.0,0.0,19000000.0,0.0,1.0,0.0
C-1513,C05,445,남성,28,20대,무직/기타,대학교 졸업,자가,단독주택,미혼,700-799만원,200-299만원,99만원 이하,N,0,N,1.0,25.0,14.0,0.0,0.0,0.0,0.0,8300000.0,0.0,1.0,0.0
C-1514,C05,484,여성,60,60대,전업주부,중학교 졸업,자가,아파트,기혼,200-299만원,200-299만원,99만원 이하,N,0,N,0.0,0.0,0.0,0.0,25.0,0.0,40000000.0,40000000.0,100.0,0.0,1.0
C-1516,C06,524,남성,60,60대,무직/기타,전문대학 졸업,전세,단독주택,기혼,300-399만원,300-399만원,100-199만원,Y,2,N,5.0,79.0,30.0,0.0,0.0,0.0,0.0,89000000.0,0.0,2.0,0.0
C-1517,C09,818,남성,37,30대,판매/서비스직,대학교 졸업,전세,연립/다세대/빌라,미혼,200-299만원,200-299만원,100-199만원,N,0,N,1.0,12.0,73.0,0.0,113.0,0.0,79950000.0,50750000.0,100.0,3.0,6.0
C-1518,C04,334,여성,61,60대,전업주부,고등학교 졸업,자가,아파트,기혼,300-399만원,100-199만원,100-199만원,Y,2,N,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1519,C04,374,남성,68,60대,기능/노무직,고등학교 졸업,전세,아파트,기혼,200-299만원,200-299만원,99만원 이하,Y,2,N,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1520,C04,381,남성,58,50대,판매/서비스직,전문대학 졸업,자가,아파트,기혼,300-399만원,200-299만원,99만원 이하,Y,2,N,0.0,0.0,0.0,0.0,21.0,0.0,4700000.0,4700000.0,100.0,0.0,1.0
C-1521,C06,558,남성,46,40대,판매/서비스직,고등학교 졸업,자가,연립/다세대/빌라,기혼,500-599만원,300-399만원,100-199만원,Y,3,N,5.0,112.0,98.0,0.0,0.0,0.0,0.0,365420000.0,0.0,14.0,0.0
C-1522,C04,357,남성,77,70대,무직/기타,고등학교 졸업,자가,단독주택,기혼,400-499만원,300-399만원,99만원 이하,Y,3,N,2.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1523,C03,275,여성,82,80대이상,사무직,대학교 졸업,자가,아파트,미혼,600-699만원,200-299만원,100-199만원,N,0,N,0.0,0.0,25.0,0.0,8.0,0.0,24000000.0,28000000.0,85.71428571428571,1.0,1.0
C-1524,C05,451,남성,55,50대,행정관리/전문직,대학교 졸업,자가,아파트,기혼,800-899만원,500-599만원,100-199만원,Y,2,N,2.0,26.0,27.0,0.0,20.0,0.0,20000000.0,48500000.0,41.23711340206185,2.0,1.0
C-1525,C05,434,남성,65,60대,기능/노무직,고등학교 졸업,자가,단독주택,기혼,300-399만원,300-399만원,400-499만원,Y,2,N,3.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1526,C06,505,남성,27,20대,판매/서비스직,전문대학 졸업,월세,오피스텔,미혼,200-299만원,200-299만원,99만원 이하,N,0,N,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1527,C05,404,남성,60,60대,판매/서비스직,고등학교 졸업,자가,단독주택,기혼,500-599만원,500-599만원,100-199만원,Y,2,N,3.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1528,C06,524,여성,60,60대,전업주부,고등학교 졸업,자가,연립/다세대/빌라,기혼,600-699만원,200-299만원,200-299만원,Y,2,N,6.0,139.0,64.0,0.0,0.0,0.0,0.0,141900000.0,0.0,4.0,0.0
C-1529,C04,325,남성,28,20대,판매/서비스직,대학교 졸업,자가,아파트,미혼,1000만원 이상,100-199만원,100-199만원,N,0,N,0.0,0.0,0.0,0.0,12.0,0.0,1200000.0,1200000.0,100.0,0.0,1.0
C-1530,C05,404,남성,62,60대,기능/노무직,고등학교 졸업,자가,연립/다세대/빌라,기혼,300-399만원,300-399만원,100-199만원,Y,2,N,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1531,C06,558,남성,38,30대,기능/노무직,전문대학 졸업,전세,아파트,기혼,300-399만원,300-399만원,100-199만원,Y,2,N,4.0,82.0,70.0,0.0,0.0,0.0,0.0,356500000.0,0.0,5.0,0.0
C-1532,C04,324,여성,61,60대,기능/노무직,고등학교 졸업,자가,아파트,기혼,600-699만원,100-199만원,100-199만원,Y,1,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1533,C05,457,여성,70,70대,기능/노무직,중학교 졸업,자가,연립/다세대/빌라,기타(이혼/별거/사별),100-199만원,100-199만원,99만원 이하,Y,2,N,2.0,44.0,68.0,0.0,25.0,0.0,3500000.0,50760000.0,6.895193065405832,8.0,1.0
C-1534,C05,434,남성,66,60대,무직/기타,고등학교 졸업,자가,연립/다세대/빌라,기혼,200-299만원,200-299만원,99만원 이하,Y,2,N,5.0,87.0,44.0,0.0,0.0,0.0,0.0,68620000.0,0.0,11.0,0.0
C-1535,C06,538,남성,37,30대,판매/서비스직,대학교 졸업,전세,연립/다세대/빌라,기혼,400-499만원,300-399만원,99만원 이하,Y,1,Y,5.0,101.0,38.0,0.0,0.0,0.0,0.0,154000000.0,0.0,2.0,0.0
C-1536,C05,468,남성,32,30대,판매/서비스직,대학교 졸업,전세,연립/다세대/빌라,미혼,300-399만원,200-299만원,100-199만원,N,0,N,5.0,93.0,20.0,0.0,0.0,0.0,0.0,19430000.0,0.0,5.0,0.0
C-1537,C05,478,남성,37,30대,기능/노무직,전문대학 졸업,전세,단독주택,기혼,400-499만원,200-299만원,99만원 이하,Y,1,N,3.0,59.0,41.0,0.0,0.0,0.0,0.0,9860000.0,0.0,3.0,0.0
C-1538,C05,464,남성,69,60대,기능/노무직,고등학교 졸업,자가,아파트,기혼,200-299만원,200-299만원,99만원 이하,Y,2,N,4.0,83.0,21.0,0.0,0.0,0.0,0.0,25000000.0,0.0,1.0,0.0
C-1539,C05,444,여성,60,60대,판매/서비스직,중학교 졸업,자가,단독주택,기혼,300-399만원,100-199만원,100-199만원,Y,2,N,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1540,C05,444,여성,62,60대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,800-899만원,100-199만원,100-199만원,Y,2,N,0.0,0.0,69.0,0.0,1.0,0.0,43000000.0,36000000.0,100.0,3.0,1.0
C-1541,C07,628,남성,30,30대,기능/노무직,고등학교 졸업,자가,아파트,미혼,500-599만원,200-299만원,99만원 이하,N,0,N,4.0,83.0,34.0,0.0,28.0,0.0,116600000.0,114450000.0,100.0,3.0,2.0
C-1542,C04,395,남성,29,20대,사무직,대학교 졸업,전세,연립/다세대/빌라,미혼,200-299만원,200-299만원,99만원 이하,N,0,N,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1543,C06,514,여성,62,60대,판매/서비스직,중학교 졸업,자가,아파트,기혼,100-199만원,100-199만원,99만원 이하,Y,2,N,2.0,50.0,25.0,0.0,0.0,0.0,0.0,40000000.0,0.0,1.0,0.0
C-1544,C04,368,남성,41,40대,판매/서비스직,대학교 졸업,자가,아파트,기혼,800-899만원,500-599만원,100-199만원,Y,3,N,0.0,0.0,0.0,0.0,49.0,0.0,6460000.0,6460000.0,100.0,0.0,2.0
C-1545,C05,478,여성,38,30대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,500-599만원,200-299만원,200-299만원,Y,1,N,0.0,0.0,25.0,0.0,0.0,0.0,0.0,8100000.0,0.0,1.0,0.0
C-1546,C08,768,남성,41,40대,무직/기타,전문대학 졸업,전세,단독주택,기혼,200-299만원,200-299만원,99만원 이하,Y,1,N,0.0,0.0,36.0,0.0,143.0,0.0,585070000.0,926770000.0,63.13001068226205,2.0,6.0
C-1547,C03,297,여성,75,70대,판매/서비스직,대학교 졸업,자가,아파트,기혼,500-599만원,200-299만원,99만원 이하,Y,2,N,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-1548,C04,358,여성,33,30대,사무직,대학교 졸업,전세,아파트,기혼,500-599만원,200-299만원,100-199만원,Y,2,N,2.0,50.0,4.0,0.0,25.0,0.0,2700000.0,3000000.0,90.0,1.0,1.0
