chaju_id,credit_class,score_risk,gender,age,agegroup,job,edu,dwell_type,house_type,marriage,income_home_grp,income_ind_grp,expenditure_grp,child_cd,no_child,flag_priv_biz_cd
C-1406,C03,225,남성,28,20대,행정관리/전문직,대학원 졸업,자가,아파트,미혼,1000만원 이상,500-599만원,100-199만원,Y,0,N
C-1407,C05,498,남성,41,40대,무직/기타,전문대학 졸업,전세,단독주택,기혼,200-299만원,모름/무응답,99만원 이하,N,1,N
C-1408,C04,355,남성,27,20대,무직/기타,전문대학 졸업,자가,아파트,미혼,1000만원 이상,모름/무응답,99만원 이하,Y,0,N
C-1409,C05,498,여성,34,30대,전업주부,대학교 졸업,전세,단독주택,기혼,400-499만원,모름/무응답,100-199만원,N,3,N
C-1410,C04,385,여성,25,20대,사무직,대학교 졸업,자가,단독주택,미혼,800-899만원,100-199만원,99만원 이하,Y,0,N
C-1411,C05,445,남성,29,20대,무직/기타,대학교 졸업,자가,아파트,미혼,700-799만원,모름/무응답,99만원 이하,Y,0,N
C-1412,C06,508,여성,38,30대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,500-599만원,200-299만원,200-299만원,N,1,N
C-1413,C05,421,여성,57,50대,무직/기타,고등학교 졸업,자가,아파트,기혼,400-499만원,모름/무응답,200-299만원,N,2,N
C-1414,C04,361,남성,54,50대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,500-599만원,300-399만원,100-199만원,N,2,N
C-1415,C04,381,여성,53,50대,전업주부,고등학교 졸업,자가,아파트,기혼,400-499만원,모름/무응답,200-299만원,N,1,N
C-1416,C05,478,남성,36,30대,판매/서비스직,대학교 졸업,전세,아파트,기혼,400-499만원,400-499만원,100-199만원,N,1,N
C-1417,C05,494,여성,61,60대,판매/서비스직,전문대학 졸업,자가,연립/다세대/빌라,기혼,900-999만원,200-299만원,100-199만원,N,2,N
C-1418,C05,454,여성,66,60대,전업주부,고등학교 졸업,자가,연립/다세대/빌라,기혼,300-399만원,모름/무응답,99만원 이하,N,2,N
C-1419,C05,470,남성,24,20대,학생(재수생포함),대학교 재학,자가,아파트,미혼,400-499만원,99만원 이하,99만원 이하,Y,0,Y
C-1420,C07,628,남성,40,40대,기능/노무직,고등학교 졸업,전세,연립/다세대/빌라,미혼,300-399만원,300-399만원,100-199만원,Y,0,N
C-1421,C04,381,남성,56,50대,행정관리/전문직,대학교 졸업,자가,아파트,기혼,600-699만원,600-699만원,200-299만원,N,1,Y
C-1422,C04,328,여성,34,30대,전업주부,전문대학 졸업,자가,아파트,기혼,300-399만원,모름/무응답,99만원 이하,N,2,N
C-1423,C05,484,남성,64,60대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,300-399만원,200-299만원,100-199만원,N,2,N
C-1424,C03,255,남성,85,80대이상,사무직,대학교 졸업,자가,아파트,기혼,600-699만원,600-699만원,100-199만원,N,2,Y
C-1425,C06,521,여성,55,50대,전업주부,고등학교 졸업,자가,연립/다세대/빌라,기혼,200-299만원,모름/무응답,99만원 이하,N,2,N
C-1426,C04,305,여성,26,20대,사무직,대학교 졸업,자가,아파트,미혼,600-699만원,200-299만원,100-199만원,Y,0,N
C-1427,C06,518,남성,48,40대,기능/노무직,고등학교 졸업,자가,단독주택,기혼,300-399만원,300-399만원,100-199만원,N,2,N
C-1428,C05,478,남성,37,30대,판매/서비스직,대학교 졸업,전세,연립/다세대/빌라,미혼,200-299만원,200-299만원,100-199만원,Y,0,N
C-1429,C06,561,여성,51,50대,판매/서비스직,고등학교 졸업,전세,연립/다세대/빌라,기혼,600-699만원,200-299만원,99만원 이하,N,2,N
C-1430,C06,518,남성,42,40대,기능/노무직,전문대학 졸업,자가,연립/다세대/빌라,기혼,400-499만원,300-399만원,100-199만원,N,1,N
C-1431,C04,384,남성,63,60대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,300-399만원,100-199만원,99만원 이하,N,3,N
C-1432,C06,548,여성,38,30대,판매/서비스직,대학교 졸업,전세,연립/다세대/빌라,미혼,400-499만원,400-499만원,100-199만원,Y,0,N
C-1433,C06,508,여성,33,30대,사무직,대학교 졸업,전세,아파트,미혼,200-299만원,200-299만원,100-199만원,Y,0,N
C-1434,C05,431,여성,58,50대,판매/서비스직,고등학교 졸업,자가,연립/다세대/빌라,기혼,300-399만원,100-199만원,100-199만원,N,2,N
C-1435,C05,438,남성,43,40대,판매/서비스직,전문대학 졸업,자가,연립/다세대/빌라,기혼,400-499만원,400-499만원,200-299만원,N,3,N
C-1436,C04,394,남성,68,60대,기능/노무직,고등학교 졸업,자가,단독주택,기혼,200-299만원,200-299만원,99만원 이하,N,2,N
C-1437,C05,485,남성,29,20대,판매/서비스직,고등학교 졸업,월세,아파트,미혼,200-299만원,200-299만원,100-199만원,Y,0,N
C-1438,C04,318,여성,36,30대,전업주부,대학교 졸업,자가,아파트,기혼,400-499만원,모름/무응답,99만원 이하,N,2,Y
C-1439,C04,335,남성,27,20대,학생(재수생포함),대학원 재학,자가,단독주택,미혼,700-799만원,모름/무응답,99만원 이하,Y,0,Y
C-1440,C04,307,남성,71,70대,학생(재수생포함),대학교 재학,자가,아파트,미혼,500-599만원,모름/무응답,99만원 이하,Y,0,N
C-1441,C05,458,여성,45,40대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,600-699만원,200-299만원,99만원 이하,N,2,N
C-1442,C05,498,남성,47,40대,기능/노무직,고등학교 졸업,자가,아파트,기혼,500-599만원,400-499만원,100-199만원,N,2,N
C-1443,C05,428,여성,44,40대,전업주부,대학교 졸업,자가,아파트,기혼,400-499만원,모름/무응답,99만원 이하,N,2,Y
C-1444,C04,301,여성,53,50대,전업주부,전문대학 졸업,자가,아파트,기혼,600-699만원,모름/무응답,99만원 이하,N,2,N
C-1445,C03,287,여성,78,70대,전업주부,대학교 졸업,자가,아파트,기혼,400-499만원,모름/무응답,100-199만원,N,2,N
C-1446,C04,351,여성,59,50대,전업주부,고등학교 졸업,자가,아파트,기혼,200-299만원,모름/무응답,99만원 이하,N,2,N
C-1447,C04,384,여성,60,60대,전업주부,고등학교 졸업,자가,연립/다세대/빌라,기혼,600-699만원,모름/무응답,200-299만원,N,2,Y
C-1448,C03,268,남성,47,40대,행정관리/전문직,대학교 졸업,자가,아파트,기혼,700-799만원,400-499만원,100-199만원,N,2,N
C-1449,C05,461,남성,50,50대,기능/노무직,전문대학 졸업,자가,아파트,기혼,500-599만원,400-499만원,200-299만원,N,2,Y
C-1450,C04,388,여성,33,30대,사무직,대학교 졸업,전세,아파트,미혼,200-299만원,200-299만원,100-199만원,Y,0,N
C-1451,C03,298,남성,38,30대,사무직,대학교 졸업,전세,아파트,기혼,500-599만원,300-399만원,99만원 이하,Y,0,N
C-1452,C05,471,여성,50,50대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,600-699만원,100-199만원,100-199만원,N,2,N
C-1453,C04,348,여성,31,30대,전업주부,대학교 졸업,자가,아파트,기혼,300-399만원,300-399만원,100-199만원,N,2,N
C-1454,C06,544,여성,67,60대,전업주부,중학교 졸업,자가,아파트,기혼,300-399만원,모름/무응답,100-199만원,N,2,N
C-1455,C05,471,남성,55,50대,기능/노무직,고등학교 졸업,자가,단독주택,기혼,300-399만원,300-399만원,99만원 이하,N,1,N
C-1456,C03,268,남성,44,40대,행정관리/전문직,대학교 졸업,자가,아파트,기혼,500-599만원,400-499만원,100-199만원,N,2,N
C-1457,C05,408,남성,46,40대,행정관리/전문직,대학교 졸업,자가,아파트,기혼,600-699만원,400-499만원,100-199만원,N,2,N
C-1458,C05,434,남성,60,60대,판매/서비스직,대학교 졸업,자가,아파트,기혼,400-499만원,400-499만원,99만원 이하,N,2,N
C-1459,C06,534,남성,62,60대,무직/기타,고등학교 졸업,자가,아파트,기혼,300-399만원,모름/무응답,99만원 이하,N,2,N
C-1460,C05,494,남성,60,60대,기능/노무직,고등학교 졸업,자가,아파트,기혼,400-499만원,200-299만원,100-199만원,N,2,N
C-1461,C05,448,여성,45,40대,기능/노무직,고등학교 졸업,자가,아파트,기혼,400-499만원,100-199만원,100-199만원,N,2,N
C-1462,C05,435,여성,25,20대,학생(재수생포함),고등학교 졸업,자가,아파트,미혼,700-799만원,모름/무응답,99만원 이하,Y,0,N
C-1463,C04,361,남성,54,50대,행정관리/전문직,대학교 졸업,자가,아파트,기혼,600-699만원,500-599만원,100-199만원,N,2,N
C-1464,C03,295,여성,27,20대,사무직,대학교 졸업,자가,아파트,미혼,600-699만원,200-299만원,99만원 이하,Y,0,N
C-1465,C05,448,남성,45,40대,기능/노무직,대학교 졸업,자가,아파트,기혼,500-599만원,300-399만원,99만원 이하,N,2,N
C-1466,C06,528,남성,33,30대,사무직,대학교 졸업,전세,연립/다세대/빌라,미혼,200-299만원,200-299만원,100-199만원,Y,0,N
C-1467,C05,428,여성,35,30대,판매/서비스직,전문대학 졸업,자가,아파트,미혼,200-299만원,200-299만원,100-199만원,Y,0,N
C-1468,C05,448,남성,45,40대,행정관리/전문직,대학교 졸업,자가,단독주택,기혼,400-499만원,400-499만원,200-299만원,Y,0,N
C-1469,C05,424,여성,66,60대,무직/기타,중학교 졸업,자가,아파트,기혼,200-299만원,모름/무응답,100-199만원,N,2,N
C-1470,C05,455,남성,28,20대,학생(재수생포함),대학원 졸업,자가,아파트,미혼,400-499만원,모름/무응답,99만원 이하,Y,0,N
C-1471,C04,364,여성,67,60대,전업주부,고등학교 졸업,자가,아파트,기혼,100-199만원,모름/무응답,99만원 이하,N,2,N
C-1472,C06,511,여성,53,50대,전업주부,고등학교 졸업,자가,연립/다세대/빌라,기혼,300-399만원,모름/무응답,100-199만원,N,2,N
C-1473,C06,528,남성,32,30대,사무직,대학교 졸업,월세,오피스텔,미혼,200-299만원,200-299만원,99만원 이하,Y,0,N
C-1474,C04,328,남성,43,40대,사무직,대학교 졸업,전세,아파트,기혼,500-599만원,300-399만원,100-199만원,N,1,N
C-1475,C07,625,남성,25,20대,판매/서비스직,고등학교 졸업,월세,연립/다세대/빌라,기혼,200-299만원,200-299만원,99만원 이하,Y,0,N
C-1476,C04,314,남성,62,60대,기능/노무직,고등학교 졸업,자가,아파트,기혼,600-699만원,200-299만원,99만원 이하,N,2,N
C-1478,C06,508,남성,41,40대,판매/서비스직,고등학교 졸업,자가,아파트,미혼,200-299만원,200-299만원,99만원 이하,Y,0,N
C-1479,C05,417,여성,71,70대,전업주부,고등학교 졸업,전세,단독주택,기타(이혼/별거/사별),99만원 이하,모름/무응답,99만원 이하,N,2,N
C-1480,C04,318,여성,44,40대,전업주부,대학교 졸업,자가,아파트,기혼,400-499만원,모름/무응답,99만원 이하,N,2,N
C-1481,C05,498,여성,31,30대,판매/서비스직,전문대학 졸업,자가,단독주택,기혼,600-699만원,200-299만원,100-199만원,N,2,N
C-1482,C07,615,남성,29,20대,판매/서비스직,전문대학 졸업,전세,연립/다세대/빌라,미혼,400-499만원,100-199만원,99만원 이하,Y,0,N
C-1483,C05,478,여성,46,40대,전업주부,고등학교 졸업,자가,아파트,기혼,500-599만원,모름/무응답,100-199만원,N,2,N
C-1484,C04,361,남성,57,50대,행정관리/전문직,대학교 졸업,자가,단독주택,기혼,1000만원 이상,600-699만원,100-199만원,N,2,Y
C-1485,C04,371,남성,53,50대,행정관리/전문직,대학교 졸업,자가,연립/다세대/빌라,기혼,400-499만원,400-499만원,99만원 이하,N,2,N
C-1486,C03,255,남성,85,80대이상,사무직,대학교 졸업,자가,아파트,기혼,600-699만원,600-699만원,100-199만원,N,2,N
C-1487,C06,568,남성,46,40대,판매/서비스직,대학교 졸업,자가,연립/다세대/빌라,기혼,300-399만원,300-399만원,99만원 이하,N,2,Y
C-1488,C03,298,여성,36,30대,전업주부,대학교 졸업,자가,아파트,기혼,400-499만원,모름/무응답,99만원 이하,N,2,N
C-1489,C08,744,남성,62,60대,무직/기타,고등학교 졸업,자가,연립/다세대/빌라,기혼,100-199만원,모름/무응답,99만원 이하,N,2,N
C-1491,C04,348,남성,42,40대,기능/노무직,전문대학 졸업,자가,아파트,기혼,500-599만원,300-399만원,100-199만원,N,1,N
C-1492,C05,431,여성,50,50대,기능/노무직,전문대학 졸업,자가,아파트,기혼,700-799만원,200-299만원,100-199만원,N,2,N
C-1493,C03,284,남성,63,60대,사무직,고등학교 졸업,자가,아파트,기혼,800-899만원,500-599만원,100-199만원,N,1,N
C-1494,C04,388,여성,36,30대,판매/서비스직,전문대학 졸업,전세,아파트,기혼,500-599만원,200-299만원,100-199만원,Y,0,N
C-1495,C07,608,남성,40,40대,기능/노무직,고등학교 졸업,전세,연립/다세대/빌라,미혼,300-399만원,300-399만원,100-199만원,Y,0,N
C-1496,C04,378,여성,39,30대,행정관리/전문직,대학교 졸업,전세,아파트,기혼,600-699만원,300-399만원,100-199만원,N,2,N
C-1497,C05,448,여성,42,40대,사무직,대학교 졸업,자가,아파트,기혼,500-599만원,100-199만원,99만원 이하,N,2,N
C-1498,C06,541,남성,54,50대,사무직,대학교 졸업,자가,연립/다세대/빌라,미혼,300-399만원,300-399만원,100-199만원,Y,0,N
C-1499,C04,308,여성,47,40대,사무직,대학교 졸업,자가,아파트,기혼,500-599만원,200-299만원,100-199만원,N,2,N
C-1500,C07,654,남성,63,60대,기능/노무직,고등학교 졸업,자가,아파트,기타(이혼/별거/사별),300-399만원,300-399만원,100-199만원,N,2,N
C-1501,C04,394,여성,61,60대,전업주부,초등학교 졸업,자가,단독주택,기혼,200-299만원,모름/무응답,99만원 이하,N,3,N
C-1502,C05,411,남성,59,50대,기능/노무직,중학교 졸업,자가,단독주택,기혼,300-399만원,300-399만원,100-199만원,N,2,N
C-1503,C03,261,남성,55,50대,행정관리/전문직,대학교 졸업,자가,아파트,기혼,800-899만원,500-599만원,100-199만원,N,2,Y
C-1504,C05,425,여성,26,20대,사무직,대학교 졸업,자가,아파트,미혼,600-699만원,200-299만원,100-199만원,Y,0,N
C-1505,C06,511,여성,50,50대,기능/노무직,고등학교 졸업,자가,아파트,기혼,500-599만원,100-199만원,100-199만원,N,2,N
C-1506,C04,328,여성,41,40대,전업주부,고등학교 졸업,자가,아파트,기혼,300-399만원,모름/무응답,99만원 이하,N,2,N
C-1507,C05,491,여성,51,50대,전업주부,대학교 졸업,자가,아파트,기혼,300-399만원,모름/무응답,100-199만원,N,2,N
C-1508,C06,504,남성,69,60대,무직/기타,중학교 졸업,자가,아파트,기혼,200-299만원,모름/무응답,99만원 이하,N,2,N
C-1509,C06,524,남성,65,60대,기능/노무직,고등학교 졸업,자가,단독주택,기혼,300-399만원,300-399만원,400-499만원,N,2,N
C-1510,C05,464,여성,66,60대,전업주부,고등학교 졸업,자가,단독주택,기혼,400-499만원,모름/무응답,100-199만원,N,3,N
C-1511,C04,345,남성,25,20대,학생(재수생포함),대학교 재학,자가,아파트,미혼,500-599만원,모름/무응답,99만원 이하,Y,0,N
C-1512,C06,544,남성,67,60대,판매/서비스직,중학교 졸업,자가,단독주택,기혼,100-199만원,100-199만원,99만원 이하,N,2,N
C-1513,C05,445,남성,28,20대,무직/기타,대학교 졸업,자가,단독주택,미혼,700-799만원,모름/무응답,99만원 이하,Y,0,N
C-1514,C05,484,여성,60,60대,전업주부,중학교 졸업,자가,아파트,기혼,200-299만원,모름/무응답,99만원 이하,Y,0,N
C-1516,C06,524,남성,60,60대,무직/기타,전문대학 졸업,전세,단독주택,기혼,300-399만원,모름/무응답,100-199만원,N,2,N
C-1517,C09,818,남성,37,30대,판매/서비스직,대학교 졸업,전세,연립/다세대/빌라,미혼,200-299만원,200-299만원,100-199만원,Y,0,N
C-1518,C04,334,여성,61,60대,전업주부,고등학교 졸업,자가,아파트,기혼,300-399만원,모름/무응답,100-199만원,N,2,N
C-1519,C04,374,남성,68,60대,기능/노무직,고등학교 졸업,전세,아파트,기혼,200-299만원,200-299만원,99만원 이하,N,2,N
C-1520,C04,381,남성,58,50대,판매/서비스직,전문대학 졸업,자가,아파트,기혼,300-399만원,200-299만원,99만원 이하,N,2,N
C-1521,C06,558,남성,46,40대,판매/서비스직,고등학교 졸업,자가,연립/다세대/빌라,기혼,500-599만원,300-399만원,100-199만원,N,3,N
C-1522,C04,357,남성,77,70대,무직/기타,고등학교 졸업,자가,단독주택,기혼,400-499만원,모름/무응답,99만원 이하,N,3,N
C-1523,C03,275,여성,82,80대이상,사무직,대학교 졸업,자가,아파트,미혼,600-699만원,200-299만원,100-199만원,Y,0,N
C-1524,C05,451,남성,55,50대,행정관리/전문직,대학교 졸업,자가,아파트,기혼,800-899만원,500-599만원,100-199만원,N,2,N
C-1525,C05,434,남성,65,60대,기능/노무직,고등학교 졸업,자가,단독주택,기혼,300-399만원,300-399만원,400-499만원,N,2,N
C-1526,C06,505,남성,27,20대,판매/서비스직,전문대학 졸업,월세,오피스텔,미혼,200-299만원,200-299만원,99만원 이하,Y,0,N
C-1527,C05,404,남성,60,60대,판매/서비스직,고등학교 졸업,자가,단독주택,기혼,500-599만원,500-599만원,100-199만원,N,2,N
C-1528,C06,524,여성,60,60대,전업주부,고등학교 졸업,자가,연립/다세대/빌라,기혼,600-699만원,모름/무응답,200-299만원,N,2,N
C-1529,C04,325,남성,28,20대,판매/서비스직,대학교 졸업,자가,아파트,미혼,1000만원 이상,100-199만원,100-199만원,Y,0,N
C-1530,C05,404,남성,62,60대,기능/노무직,고등학교 졸업,자가,연립/다세대/빌라,기혼,300-399만원,300-399만원,100-199만원,N,2,N
C-1531,C06,558,남성,38,30대,기능/노무직,전문대학 졸업,전세,아파트,기혼,300-399만원,300-399만원,100-199만원,N,2,N
C-1532,C04,324,여성,61,60대,기능/노무직,고등학교 졸업,자가,아파트,기혼,600-699만원,100-199만원,100-199만원,N,1,N
C-1533,C05,457,여성,70,70대,기능/노무직,중학교 졸업,자가,연립/다세대/빌라,기타(이혼/별거/사별),100-199만원,100-199만원,99만원 이하,N,2,N
C-1534,C05,434,남성,66,60대,무직/기타,고등학교 졸업,자가,연립/다세대/빌라,기혼,200-299만원,모름/무응답,99만원 이하,N,2,N
C-1535,C06,538,남성,37,30대,판매/서비스직,대학교 졸업,전세,연립/다세대/빌라,기혼,400-499만원,300-399만원,99만원 이하,N,1,Y
C-1536,C05,468,남성,32,30대,판매/서비스직,대학교 졸업,전세,연립/다세대/빌라,미혼,300-399만원,200-299만원,100-199만원,Y,0,N
C-1537,C05,478,남성,37,30대,기능/노무직,전문대학 졸업,전세,단독주택,기혼,400-499만원,200-299만원,99만원 이하,N,1,N
C-1538,C05,464,남성,69,60대,기능/노무직,고등학교 졸업,자가,아파트,기혼,200-299만원,200-299만원,99만원 이하,N,2,N
C-1539,C05,444,여성,60,60대,판매/서비스직,중학교 졸업,자가,단독주택,기혼,300-399만원,100-199만원,100-199만원,N,2,N
C-1540,C05,444,여성,62,60대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,800-899만원,100-199만원,100-199만원,N,2,N
C-1541,C07,628,남성,30,30대,기능/노무직,고등학교 졸업,자가,아파트,미혼,500-599만원,200-299만원,99만원 이하,Y,0,N
C-1542,C04,395,남성,29,20대,사무직,대학교 졸업,전세,연립/다세대/빌라,미혼,200-299만원,200-299만원,99만원 이하,Y,0,N
C-1543,C06,514,여성,62,60대,판매/서비스직,중학교 졸업,자가,아파트,기혼,100-199만원,100-199만원,99만원 이하,N,2,N
C-1544,C04,368,남성,41,40대,판매/서비스직,대학교 졸업,자가,아파트,기혼,800-899만원,500-599만원,100-199만원,N,3,N
C-1545,C05,478,여성,38,30대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,500-599만원,200-299만원,200-299만원,N,1,N
C-1546,C08,768,남성,41,40대,무직/기타,전문대학 졸업,전세,단독주택,기혼,200-299만원,모름/무응답,99만원 이하,N,1,N
C-1547,C03,297,여성,75,70대,판매/서비스직,대학교 졸업,자가,아파트,기혼,500-599만원,200-299만원,99만원 이하,N,2,N
C-1548,C04,358,여성,33,30대,사무직,대학교 졸업,전세,아파트,기혼,500-599만원,200-299만원,100-199만원,N,2,N
C-1549,C04,341,남성,57,50대,행정관리/전문직,대학교 졸업,자가,아파트,기혼,500-599만원,500-599만원,100-199만원,N,2,N
C-1550,C04,398,남성,46,40대,사무직,대학교 졸업,자가,연립/다세대/빌라,기혼,500-599만원,500-599만원,99만원 이하,N,2,N
C-1551,C03,297,남성,70,70대,학생(재수생포함),대학교 재학,자가,아파트,미혼,600-699만원,모름/무응답,99만원 이하,Y,0,N
C-1552,C04,328,남성,42,40대,사무직,대학교 졸업,자가,아파트,기혼,400-499만원,400-499만원,100-199만원,N,2,N
C-1553,C05,498,남성,47,40대,사무직,전문대학 졸업,전세,단독주택,기혼,300-399만원,200-299만원,100-199만원,N,2,Y
C-1554,C06,518,남성,36,30대,판매/서비스직,대학교 졸업,전세,아파트,기혼,400-499만원,400-499만원,100-199만원,N,1,N
C-1555,C05,438,남성,39,30대,판매/서비스직,대학교 졸업,자가,아파트,기혼,500-599만원,300-399만원,99만원 이하,N,2,N
C-1556,C06,568,남성,32,30대,사무직,대학교 졸업,월세,오피스텔,미혼,200-299만원,200-299만원,99만원 이하,Y,0,N
C-1557,C06,598,여성,48,40대,판매/서비스직,대학교 졸업,자가,아파트,기혼,1000만원 이상,300-399만원,100-199만원,N,2,N
C-1558,C04,368,남성,46,40대,행정관리/전문직,대학교 졸업,자가,아파트,기혼,600-699만원,400-499만원,100-199만원,N,2,Y
C-1559,C04,328,남성,47,40대,기능/노무직,전문대학 졸업,자가,아파트,기혼,600-699만원,300-399만원,100-199만원,N,2,N
C-1560,C05,491,남성,53,50대,사무직,대학교 졸업,자가,단독주택,기혼,300-399만원,300-399만원,99만원 이하,N,2,Y
C-1561,C03,298,여성,41,40대,사무직,대학교 졸업,전세,아파트,기혼,600-699만원,200-299만원,100-199만원,N,2,N
C-1562,C04,357,남성,77,70대,무직/기타,고등학교 졸업,자가,단독주택,기혼,400-499만원,모름/무응답,99만원 이하,N,3,N
C-1563,C04,381,여성,54,50대,판매/서비스직,고등학교 졸업,자가,단독주택,기혼,500-599만원,200-299만원,99만원 이하,N,2,Y
C-1564,C04,361,남성,51,50대,행정관리/전문직,대학교 졸업,자가,아파트,기혼,600-699만원,300-399만원,100-199만원,N,2,N
C-1565,C04,301,남성,57,50대,기능/노무직,전문대학 졸업,자가,아파트,기혼,700-799만원,300-399만원,99만원 이하,N,1,N
C-1566,C05,434,여성,61,60대,전업주부,고등학교 졸업,자가,아파트,기혼,500-599만원,모름/무응답,100-199만원,N,1,N
C-1567,C05,484,여성,64,60대,전업주부,고등학교 졸업,자가,연립/다세대/빌라,기혼,500-599만원,모름/무응답,99만원 이하,N,2,N
C-1568,C05,478,여성,30,30대,전업주부,대학교 졸업,전세,아파트,기혼,300-399만원,모름/무응답,100-199만원,Y,0,N
C-1569,C04,371,남성,57,50대,기능/노무직,고등학교 졸업,자가,단독주택,기혼,600-699만원,100-199만원,99만원 이하,N,2,N
C-1570,C04,341,여성,51,50대,전업주부,대학교 졸업,자가,아파트,기혼,300-399만원,모름/무응답,100-199만원,N,2,N
C-1571,C05,434,남성,68,60대,무직/기타,중학교 졸업,자가,아파트,기혼,200-299만원,모름/무응답,100-199만원,N,2,N
C-1572,C02,185,남성,82,80대이상,행정관리/전문직,대학교 졸업,자가,아파트,기혼,800-899만원,600-699만원,99만원 이하,N,2,N
C-1573,C07,618,남성,47,40대,기능/노무직,고등학교 졸업,월세,오피스텔,미혼,200-299만원,200-299만원,100-199만원,Y,0,Y
C-1574,C04,360,남성,24,20대,학생(재수생포함),대학교 재학,자가,아파트,미혼,500-599만원,모름/무응답,99만원 이하,Y,0,N
C-1575,C06,508,남성,43,40대,기능/노무직,고등학교 졸업,자가,단독주택,기혼,200-299만원,200-299만원,100-199만원,N,2,N
C-1576,C06,501,남성,58,50대,기능/노무직,고등학교 졸업,자가,아파트,기혼,600-699만원,300-399만원,500-599만원,N,2,N
C-1577,C04,370,남성,24,20대,학생(재수생포함),대학교 재학,자가,아파트,미혼,400-499만원,99만원 이하,99만원 이하,Y,0,N
C-1578,C05,410,여성,21,20대,학생(재수생포함),대학교 재학,자가,연립/다세대/빌라,미혼,400-499만원,모름/무응답,99만원 이하,Y,0,N
C-1579,C03,297,여성,76,70대,사무직,전문대학 졸업,전세,아파트,기혼,400-499만원,100-199만원,99만원 이하,N,1,Y
C-1580,C04,318,남성,45,40대,행정관리/전문직,대학교 졸업,자가,단독주택,기혼,400-499만원,400-499만원,200-299만원,Y,0,N
C-1581,C05,488,여성,49,40대,전업주부,고등학교 졸업,전세,아파트,기혼,300-399만원,모름/무응답,99만원 이하,N,2,N
C-1582,C06,528,남성,46,40대,사무직,대학교 졸업,자가,연립/다세대/빌라,기혼,500-599만원,500-599만원,99만원 이하,N,2,N
C-1583,C05,414,남성,64,60대,행정관리/전문직,대학원 졸업,자가,연립/다세대/빌라,기혼,700-799만원,700-799만원,300-399만원,N,2,Y
C-1584,C05,468,남성,47,40대,판매/서비스직,대학교 졸업,자가,아파트,기혼,300-399만원,300-399만원,100-199만원,N,2,N
C-1585,C04,338,여성,41,40대,사무직,대학교 졸업,전세,아파트,기혼,600-699만원,200-299만원,100-199만원,N,2,Y
C-1586,C05,471,남성,50,50대,사무직,대학교 졸업,자가,아파트,기혼,500-599만원,300-399만원,99만원 이하,N,1,N
C-1588,C05,461,여성,54,50대,전업주부,고등학교 졸업,자가,아파트,기혼,300-399만원,모름/무응답,99만원 이하,N,2,N
C-1589,C06,505,여성,27,20대,판매/서비스직,대학교 졸업,월세,연립/다세대/빌라,미혼,100-199만원,100-199만원,99만원 이하,Y,0,N
C-1590,C05,424,여성,60,60대,판매/서비스직,고등학교 졸업,자가,연립/다세대/빌라,기혼,700-799만원,200-299만원,300-399만원,N,2,N
C-1591,C03,248,여성,38,30대,행정관리/전문직,대학교 졸업,자가,아파트,기혼,700-799만원,300-399만원,100-199만원,N,2,N
C-1592,C05,418,남성,46,40대,사무직,대학교 졸업,자가,아파트,미혼,500-599만원,500-599만원,100-199만원,Y,0,N
C-1593,C05,408,여성,36,30대,사무직,대학교 졸업,자가,아파트,기혼,500-599만원,200-299만원,100-199만원,N,2,N
C-1594,C03,271,남성,56,50대,행정관리/전문직,대학교 졸업,자가,아파트,기혼,700-799만원,700-799만원,300-399만원,N,2,N
C-1595,C06,548,남성,45,40대,기능/노무직,전문대학 졸업,자가,연립/다세대/빌라,기혼,400-499만원,300-399만원,200-299만원,N,2,N
C-1596,C05,478,남성,43,40대,판매/서비스직,대학교 졸업,자가,아파트,기혼,700-799만원,500-599만원,100-199만원,N,2,N
C-1597,C04,374,남성,66,60대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,300-399만원,300-399만원,100-199만원,N,2,N
C-1598,C04,358,여성,40,40대,전업주부,고등학교 졸업,자가,아파트,기혼,300-399만원,모름/무응답,100-199만원,Y,0,N
C-1599,C06,524,여성,64,60대,기능/노무직,고등학교 졸업,자가,아파트,기타(이혼/별거/사별),100-199만원,100-199만원,99만원 이하,N,1,N
C-1600,C04,354,여성,65,60대,전업주부,고등학교 졸업,자가,단독주택,기혼,500-599만원,모름/무응답,100-199만원,N,2,N
C-1601,C06,501,남성,56,50대,기능/노무직,고등학교 졸업,자가,아파트,기혼,500-599만원,100-199만원,99만원 이하,N,2,N
C-1602,C05,481,여성,52,50대,기능/노무직,고등학교 졸업,자가,아파트,기혼,600-699만원,200-299만원,300-399만원,N,2,N
C-1603,C06,585,남성,25,20대,기능/노무직,고등학교 졸업,월세,연립/다세대/빌라,미혼,200-299만원,200-299만원,99만원 이하,Y,0,N
C-1604,C05,400,남성,21,20대,판매/서비스직,고등학교 졸업,자가,아파트,미혼,700-799만원,100-199만원,100-199만원,Y,0,N
